business_id,review_count,stars,state
gPPmaWrW4_YdrEKJ14hBow,11,4.0,FL
3MuUUkRYnx56VAYyENvQDA,18,4.5,TN
w2LKdmH6Ytez4ptNdO0Vuw,17,2.0,DE
k1XLb2bs98VxZ1gcbufkAQ,100,3.5,FL
wbjEzawC9XK00KVJui57BA,216,4.5,IN
sd0AA8okoNnR7ONkF9AWvw,41,3.0,DE
zDSZ1o-FYC2U7rrBg_kH7w,60,4.5,PA
VvuvNLlxEQL6Rhqm3w3jLg,46,4.0,FL
ymAHcnwH8Mjpin25UO-RkA,23,3.0,FL
YrLpxfQ-glrKjPwz9UdlxQ,10,3.0,AB
6mZCkALTvbeWPcc5IAImHg,12,3.5,PA
CpBuc0aSueBpTXce3fJoRQ,89,4.5,PA
G_h3OH7YLOH0iqW4YQU2jQ,12,3.5,PA
m7kkotVaWGTntsfroZaX0A,9,4.0,AB
v-wVkCLas3yapQ--sBSQ4Q,207,4.0,LA
wCkjZV39PSdC7iIV6urJMA,175,4.0,NJ
KToZclByHoXTZKMU4ALKlA,41,3.5,IL
7qsAUYz1RQKjQoAZB9O2Xg,15,2.5,NV
4CmLe8tGT5fIYHOaAsb3-g,206,4.0,FL
SlS5vi7n6eQPhMDbyxRK5A,10,3.0,FL
a8r64xZqHHyUhnu4sFjN7w,81,2.0,IN
Jk2UFmtR6CQO0EIy8RLtyw,125,3.0,PA
wuH4TPUo8oJo4E59xZKsNg,364,4.5,PA
sl3Lm8ZNuY_oIop0ZFRzuw,19,3.5,DE
M8GwSOatMl00415mt_alAQ,34,3.0,NJ
doI3iwVF_RLgV7ys529o6w,7,1.5,IN
8fqBArhTP8vlnsk2_8qAJg,46,3.5,PA
ey5YxpCArIrbPVsG4hux5A,66,4.0,PA
rch4DnNkRSmxGiMivXRbbQ,9,3.5,ID
eoMVY8MLh0pXHIW2zt5I8Q,168,3.5,NV
jUnUYvkzbqSC3pgTwxlb3A,55,3.5,PA
bzldjIZDjIvS8vHTMRqNOQ,267,3.5,IN
sJmqrVw2Q8g2UcCu7LY7TA,180,3.5,FL
2e7nTXMc-l0cM_YpV5g5Ow,120,3.5,MO
ZU3LP5gHs3UybWmh9J13NA,107,3.5,NV
TwrhXn4Xqt6MCLWnEdUDaA,5,5.0,AB
P9hB7eIDMuk2_yRd91hr9A,100,2.0,NV
GPe-7Tvr_of8-JirusJ6hw,48,2.5,AB
_jM0lxArSLUdq6ogkRhzbA,100,3.0,PA
lKU_kljhbEQKIPaM1Zbqiw,1147,4.0,PA
rtBrJkLRfSEdCqfXYZ-yNQ,49,2.0,LA
-ZXjWCTxItm-3wPkgsf8zQ,239,4.5,FL
XyYsl2OyoMi6OMvzsdcVoQ,380,4.0,CA
c4dbRo1LHY_q5VoYMzqSjg,29,4.5,PA
cHZ1FUswyko119EkV_9aNQ,180,3.5,AZ
h7rr2XDXew-f3jDyQSxdfg,7,3.0,FL
GynmQMVVVyNQt6tTRsqoOw,42,2.0,PA
4hv1n1VBzMvE-T4UtIcOcw,550,4.0,PA
vyFbkxaBtjieMjbU-kFspw,31,4.5,MO
bBdrihFoZSZa6Nwrx66miA,112,3.0,IN
XUV5N59OnhLsg5z3PHx1eg,24,3.0,AB
zQrVOv8HISzIlwOiZMbwEA,95,3.0,PA
eBHWD0OU9vBwawjId5Oo1A,18,1.5,FL
lq3igA-wjYGgDfpx0AG2Sg,9,2.0,PA
hiRFCVIrbFs1DjHD0_ktvg,6,3.5,AB
cPSTNNDIsdxLumMFVEFxMg,18,4.0,PA
paU8osqocTvwSBQVK5TFow,7,2.5,NJ
PI0aGMmM33x1QF69JUsaUw,137,3.5,MO
BNMnyrNZNQNxQ7Qz1Jos7w,158,4.5,TN
LNUqNqrnP6BK4owyucVREQ,19,3.0,PA
e6wBaeu_t5CVA0Kydo3MDg,19,4.0,PA
YnEbB8H1yZyphUDmDLV1mg,34,4.0,PA
r5j6S3X0WV-MyfCw7NYuAA,7,3.0,IN
g4ixx1G1__jlmvDTHUAanw,91,4.0,NJ
-zvDhu_Sgw9HmlO54zI40Q,10,3.0,MO
aDLT33YjIoNPxCXvGV9CcQ,158,3.5,IN
bdigj7o0gGh-tqKMwI4HgQ,10,4.0,FL
keR2bfp2A6Wp3-sw8UK4hw,13,2.0,NV
6-WOy4WWsMdSOLZgyF8m-w,38,3.0,MO
kzdW2Z8PowmTYMVbEFBXwg,71,4.5,PA
GTlGJH0lceTK0ICS5SLTlg,40,4.0,TN
2WGnykxiM-Mp-qIm2u7iAw,676,3.5,PA
If0sL5DNvKdtU4mLli1aig,11,1.5,FL
TQ3XTsjmefGlkhFtx1OTIQ,13,4.0,PA
K7COP3apcoLdA54zavg5UQ,104,4.0,IN
k_eKYlkhI11VGzb5RxHmOA,24,3.0,PA
zxqCNze-DDqEZIYrEMJLxg,44,5.0,FL
RCDu4pdG569Vx3-xI4ygKQ,173,4.5,MO
FrAPxIG3BSaeJN9kvhkEWg,100,4.5,PA
X6Oamdp2E_-hLTxtGt2fEQ,29,3.0,IN
GV50rl_ahHaZCuTCd4o1Cg,365,4.0,ID
QH4h7s7PsSM9wsDTqOoM7Q,21,2.5,FL
Qx2mHzBChsus60Mje4BQog,21,3.5,MO
csspV7_Rmf6QnKeHIEVdFQ,67,3.5,MO
ixHivkdJqo_YR-w0ePPwCA,48,3.0,MO
J-7oP_UaDIYG8CZwFL70kg,42,1.5,PA
Bx_v-qJw7QgcTpf_iKNNCw,16,2.5,MO
j8feOxyJqlIJWOi8su2qzw,986,4.5,AZ
Rw2Aw3vyj09BLyKfz-V8fw,71,3.0,PA
twDZoi-RH1SwNTUVT-sPuw,11,2.0,TN
a2Ts7eOdnK8PyHk8ott8Ng,27,1.0,TN
wkO1a_i1Mzpd-0sbiLa7EA,56,4.0,DE
RDjtVGc0c04ZIR6em1hCbQ,117,4.0,CA
zxRmQ_FWVowh8rlzLCSURQ,24,3.0,PA
UvGiBbey4LfRNLDDyJ1MTA,187,4.0,PA
m7wiqTtDsuJ8we4gFqdqMw,27,3.5,FL
jTDYiMkMSha7Fvb6hEY5kw,90,3.0,PA
XCJ8N1GrV9Gdgbyp1U05NQ,65,3.0,PA
d_Be8ArZ82bMWSJ2EMV6Xw,11,2.5,NJ
Zyp9DZ_l7vyfKwTOUmxSvw,8,2.0,AB
o65oF9scUkixVW04MQI9hA,56,2.0,NJ
xZ8xX5epDVMqD6mklwtP3g,8,2.0,PA
tW4w9WGwyxJ03PMabnqQkQ,96,3.0,PA
trmW08Ab1d1lWpVhvNIm3g,13,3.5,PA
cmCcPWJtdRROb4n8QNljww,40,4.0,AZ
gF3zgsbxbOIhV24uQCih8g,18,3.5,IN
dyxO905efg4xDODf-FCzZA,69,3.0,PA
2DckdUJCBOOQ4NizqeXMvQ,40,4.0,FL
4SXaGSvFfz870jntat6ueQ,44,4.5,ID
yGyU_iKbbbjz7rLn0uD7Vg,91,4.0,LA
HenoZDc40e5y9Ilo4fLLaQ,27,3.0,PA
E2H-hROyZjPnAvNqCh6kUw,59,4.0,IN
uPrgY60Ibnlc7zn323kg1Q,10,2.5,PA
RRZ7p4EwjiWSKVQmOQRA3Q,14,3.5,PA
ARMErYHm0lfJA6cg-UsfQA,18,4.0,PA
qTJFg2kfX-vmKhIgmmRsKg,23,3.5,NJ
EnuHwKTUtkJ2sYCgGVztcw,11,3.0,NV
C6viAwGwbbzDazD5IBM2ZQ,17,3.0,AB
5aylC28sgOxLa1OLF0BIRg,460,4.5,NV
089cd4KNxpZ0Ii1tJps3Sw,5,1.5,PA
S6ix_JnnUAv3k1quNE1GlA,30,3.5,FL
YPLfRswyryjjW3VJa-SdaA,722,4.0,PA
aVkwfRuU3tbLGyv1SYrAEw,17,1.5,FL
7hPD8P9LLMEfvnCt04-hyg,12,4.5,FL
derKTThMWqGXsl2ZFVv5Lg,111,3.5,IN
lQqHGyMrCfnPJATp7wUrZQ,16,2.5,PA
yWJp2cwAvd0tKDwhy3QmEA,6,4.0,NJ
f7bXl1Vv60bkuNG4ZtyF2w,29,3.0,LA
mGvrybwAiigeSAn-sTNlCQ,40,4.5,MO
7V-_PpeQfrD6PyEklSwEdg,77,2.5,NJ
JlM5Kebo4fiIXx30DMk1mQ,6,3.5,AZ
uXO6qvEmT_bJZgvTNh2p1g,11,3.5,IN
n8ByXuU5_5jbOx5cC9VNZg,73,4.5,PA
BqtxPTy5-b3gBBxGk-2nfg,229,4.5,NJ
57bce3hS4snqOknTfsiMKw,58,2.5,PA
4rteJWo401gR0y5TMlW5UQ,21,3.0,FL
OL9ziZsbpY8Ck4PVBTzCIg,53,4.0,MO
FM81cYp1irTPZTKD-bXWzw,63,4.5,AB
13jpG0F2YJy3jBMiDgIzdA,86,4.0,NJ
Wln_3egrGnPQagNrdAVH7A,32,4.0,AB
i-FcfJpx8COXHJuj4PFb3Q,5,2.0,PA
0hPp_rLhzOVZ0YRbojvSeQ,55,4.0,PA
TWwN0AzD_GhAw9_ikBE7dQ,175,3.0,AZ
urKBXfMAKw3zz2VgLYgwSQ,13,3.0,NJ
ysFWQ_XGmiN_sOgHmxKySQ,6,1.5,IL
5FrKBCTmM__E3OS5AEwQdQ,97,4.5,NJ
c3bTW4kOYpIjibqoy-5i_w,28,2.5,PA
s7A2w90cVgFIsgXeDFFrcw,18,4.5,NJ
5rEI8fehDVgrT1OWFz-cdA,26,3.5,FL
VNMnczVaPRkOLqASfOxPeg,34,4.5,TN
UU9jmX08ZRU9DLI36wsKnA,111,3.5,AZ
3AuBDzor1qexJ5BM06M8rQ,90,4.0,LA
Tnuxlf361BJEtFMMvu8BVw,38,2.5,NJ
4MD7QPmJxr_IJKNjoHNmSg,50,2.5,TN
BH3OcqkJuV4hJ_J-JpFdJA,17,4.5,AB
BnuzcebyB1AfxH0kjNWqSg,24,3.5,PA
Tbc0uyY1O-Fc18FfTCDqIA,10,3.5,PA
4_CMbZf-GYd8CIPsf5cbuA,10,3.5,IN
CMh5bkpgksnDq9itn-FlHw,142,3.5,LA
S_xC9Xf3FNm1Bz6DCLmSuQ,6,4.0,IL
VVpQU10_dhKkFz8eBAFQUg,31,3.5,AB
e7lDxjbPfLfsxIDoJczccg,43,3.0,IL
0dKjWJG5X9YGTNoFCfNedA,38,3.5,NJ
s_s27migIYSCdx7Wx7igCw,19,4.0,NJ
9unJwFyCX15zPuZDIuKxtg,18,4.0,AB
6Ozi0Q-Rw9jrpBB6EihzbA,5,2.5,TN
m8oP_0XLWh6YaLDGPGiaKg,173,4.0,FL
pHFptwQwCTXGDGJKApjwMQ,19,2.5,LA
KBzvDydaFaE-E8G2NU2yyg,50,3.5,NJ
r0NkWsutE4b8ONlJhoMXWg,11,4.0,AB
-qYXBFmJMS56Y98sepw4GA,5,5.0,NJ
gP5wF34lgcfI1yAaS4Vu4A,69,3.5,PA
6d25hRt6Hz4SPc9Ih327gw,456,3.5,TN
YajautTNwCHcMFKmSkabcg,153,3.5,PA
C-tkyOPS-ob-LBsBez-PjA,15,2.5,AZ
-7wXZWnKe26iwJY_5z_AAw,115,4.0,PA
yafQdtH4wvyyD7lqjbzMhg,114,3.0,TN
qE4HLK7Djz943V5OWWHrwA,65,4.0,FL
IKUyS4hPLDgyMT0T_iOuzg,24,2.0,NJ
SUththHA3pfnkQT3Tu27IQ,22,3.0,DE
l_oJVXPq5rfgPRoqa3vfDQ,7,4.0,IL
k5KoKw-Vn21Du3HismOxtA,5,4.0,NJ
izam2SZbp1f55jrScJ4Agw,14,3.0,PA
lNOab7pDoLn6tVkksgKQYQ,25,2.5,NJ
tXRCYqfLolcaY5E2tcrXxg,113,4.0,AZ
2d3DYDTL9ZG6tBObuSHfLA,10,3.5,IL
4AUdcIJ8BoEve-GUm9SCEg,14,4.0,MO
sdNfikb6sryAjRxey-ZV8w,6,4.0,NJ
xhhEADOeOG4FL9aEd36g1g,23,1.5,PA
bJJWjoYM8SMB9c4l1VKA1Q,90,2.5,PA
_HH5CmB4e7uWnck0_MxfTA,15,3.5,IL
IILwMPNcNEudlEG6YxerMA,43,3.5,NV
o37egH3jB6egfgCbHIdoCA,92,2.5,TN
ImDiJvfok1nvW3ZQB_foFw,17,3.0,IN
FtGvIankbtTeC7YMflVgqg,12,3.5,MO
4H6KdEMRlSrpFktX2k5gxg,79,4.0,MO
HH9x7WcNQR3cnwkHo_YL0w,567,4.0,IN
o7_5qYZan3jo9jtDUoHRsw,30,4.5,ID
0JaJPPwiltLOLC6IEjjC1g,5,2.0,PA
bMOOrL-G7VYAegbb_oBccw,24,3.5,FL
OUikHNadXyEsu93DiPLvtw,5,3.0,PA
ZdMr2rrZAYfPVewtd29ifw,144,4.0,PA
0jUAwZsP5CMftPeIk1ke_g,14,2.0,MO
gCFZNl-evg8_x3iKtCBp6A,7,3.5,NJ
ZZASTnu-8vFjHkvGgatUSA,7,2.0,PA
DxzL49yhgQ2CxZvmcXV_YA,224,4.5,FL
Q_A9tD0dmFY4hEjMCdgXdw,59,4.0,PA
oTJhmThZgMnURLlFmlDxUg,23,3.0,PA
9oZc6qwbJfO0SuKXEMh27g,76,3.0,PA
BblrgSEwTG2SUmBaGepFqw,13,1.5,MO
uwVsjotoIE21G78LKwLXDA,110,4.5,FL
hISS86EIyZq3FAf3P0OfcA,19,4.5,PA
qnprJxrjwuEivitA8V2aEQ,120,4.5,PA
t0kdYZvEy78RHUD7nq2yAw,21,4.0,AB
90uXOQ0oaEaxiO-wJQkaRA,27,3.0,PA
Ivda64EJHZVQa1hBBRJumg,5,2.0,AB
t-agRLUntildwb1DYoU9nw,7,4.5,IN
_8cLL7stUAkPpWLBI09GHA,6,4.5,PA
34-i9B0d0r0575-x6xDTsw,129,3.0,PA
Mna6U7kUX36l8-dpDt-U-A,247,4.0,PA
2daynBPzdkiqdW1ecWAZCA,22,2.5,PA
R32_LaNcLXyS2-dtrcuBGw,28,4.5,ID
cZUstroF7UTUQyG5jNjWdQ,19,3.0,FL
X-tcDNuuEwUqJf9Sp9ELuA,115,4.0,IL
rxDacmv7QbZPk-hXOkCffA,14,2.0,ID
NFlZbHZvVNeioAUF9IM60w,42,3.0,NJ
HwVnXl9hYOjyiPGbIkw9CA,11,4.0,PA
bapb3d6GpSuRct6gi4ROGg,11,3.5,IN
nNKZXzq3kT71E6R3JX9RPg,71,3.0,DE
EUjqIw0cCJuNfgwJEdoQOQ,111,2.5,ID
HZ0ngmj2brBWqQmXBW827Q,35,2.5,PA
9zlIJ7Q5W4AENjpGgaNSsQ,613,4.0,AZ
Nxa362GcR1WWK2og8uJ_sQ,318,4.0,MO
2bKj3ux8xCT-0qGWUFhlvQ,56,3.5,IN
sKkIIJHAFev0a28vboj60g,154,3.5,TN
M-CLnuyl8HvYv68y9Emu-w,19,3.0,AZ
cdoWqdOxg8YIAlLL6Ab8_Q,32,3.5,PA
r_T2N2tospw9zHhnX-1iAg,63,4.0,PA
yI-ahfduU45_bZa3ZgEx4w,573,4.5,IN
TBmOpMQfWJy3v3b713X6wQ,36,3.5,AB
cTra1xx8NBSp_x7IFi7qXw,43,4.0,NJ
igVQ5MMq4L06c1cqwyR_Ug,22,3.0,NJ
UP8jx6-pJqnl1E081De-Ig,28,2.5,PA
5vzKjTIICELUoQsLhl_MeA,73,3.5,IN
RkyEwJMQymYAjQ5yXw6q3w,56,3.5,PA
jziRKhtHxeJPAPWS21jRYw,322,2.5,LA
z0rlrFJnMFji9jEhfN2ZWg,31,3.5,NJ
429kR-F-_IH1uW-_jYbZUw,30,3.5,NJ
xFLUOxVoqlhDs7pYVMDzNw,14,2.5,ID
cISbIDs91wFhlNCdnEGNpw,28,3.5,MO
QeW4N1qPfDew5ssgq5k5mg,11,3.5,PA
ZHcfV3d7ZW8bmwgKCsz-RA,251,4.5,AZ
NUJUwjahW6sXPqPkpINN9w,10,3.5,PA
2gU9yeltIoXUXQQ3ociVlQ,47,3.5,FL
5ub3KP_a2bgggbTGz3AxFw,29,3.0,NJ
RUXWCVeTj-v7Lqp7EWfYnA,162,4.5,NJ
ZqqQ124LcATH_ECld51v8g,39,4.5,NV
nVtPPzvdFaIqCeInov_FPg,17,4.0,FL
WPleSelT-dnFxDnnOeOi6A,25,3.0,ID
w4REyX4i8DY4-Qjle8q94w,13,3.5,PA
B-XsICEjA_FtZFyUlNhKCg,17,3.5,PA
xc5g97kFDCKrFyk9qa6Jtg,31,3.5,PA
EgC7mJsoxha1wNw36TeAfw,6,3.5,AB
NkT1XeKisOgXS_-5PX0n1g,58,3.0,MO
dS6YwOhkFzcb28SeMtG3LQ,84,3.5,IN
Z8Pz_kGvf7KSWLHAFX32pg,55,2.5,IN
EvYeRMbG9XlEkafCJfnovA,114,3.0,PA
yYnp7uLBt-PPyG2elubezg,155,3.5,FL
RyMeRG1wGIMnj3LA1x6jLg,5,5.0,TN
vwAhm3pRjCEz_jNXr9vMaA,201,4.0,PA
QaFbv7aLQBcfT4xMF1_WnQ,1246,4.5,CA
a6wsZdTQOWL5ypnw2Gw5xw,15,3.0,LA
ppWw8pfPA8X5iqZHE7IHUw,33,3.5,FL
d2HazI4L_0T_4PJq1KiZUA,382,4.0,FL
oGDLaTRLPLz-R_KyQ3TzPA,26,4.0,NJ
vAHEqMORtOwmghFT1NMSVw,7,3.5,NJ
IrZBI_MLdwer8GKStOP0Zg,22,3.5,NJ
F5NkHgCEYgXHdZXcBu2bbQ,16,3.0,PA
IEo3cHiPX8m3WuPhv0RiXA,10,3.0,PA
d9Swagr0gZiA-VBxIJaAiQ,67,3.0,TN
JZwg8dFZqhcWxTjOgeZalg,7,1.5,FL
sTo-Xzn4MfpglsRnZggDVw,13,4.5,TN
BKKOSJVhqvDNfbD7ELOqHg,71,4.0,ID
nEoi09FRw9sWqZGcJflI4g,73,2.5,NV
CREiMCaQKsHhc0KqUT_bDA,9,3.5,IN
YXqqSPG3M3-pnJW9FjQfWg,15,1.5,PA
XYwbw8R8R8xbqraTnJWCEw,8,3.5,PA
1YkxGFLXEJIW4oLgEUcqKw,22,2.0,PA
kpmGHDhrCd2Ps7HCEO162w,131,3.0,PA
iTMQnFBXW99l7p9IkNdeKg,6,3.0,PA
O998e7eUN45YDid-GxM1yw,13,4.0,IL
4PgNs7K7gGfGqXNHwAgyzQ,161,3.5,NJ
X-J8KLkbFJB4WCGdqSvePQ,85,4.0,IN
VOPWc0uPOEKCIZtaL9bJYg,38,1.5,MO
sS-8DvNTZJrMZgLib-Eq0A,50,3.5,NJ
7QfRLE_ti1yA0NqTWKLjdw,209,3.5,PA
_QCfBiJIv1iGHgthFr_CJA,5,4.0,AB
4fWZOQIuv-90cqEEWrWhSw,29,3.0,FL
jwFOjCySd1YdFdPSk538xA,86,4.0,FL
Fh5_PVEKJqwG8GPNtFcAOA,19,2.0,LA
zsK7Vz3PKnmwZrjYdMEmjQ,13,3.0,FL
1DAI96tu5hcP_lvKBHVixw,18,3.0,TN
yQGPiN-UmRE7cyRTiiQoZw,25,2.0,IL
cZApZFSmi-6AyCamhsTmEA,193,4.5,PA
F5n57w6RaOCAB4bivNSs8A,45,4.5,IN
KeT8uehA2gVy6sycGdl_OQ,7,1.5,IL
Hc6agbPiohCOQ5PYZ64JEg,21,4.5,PA
CxPS6D6WFBzKELFtuvYgqg,5,5.0,MO
bpz71eysAa3JdgF1qXFa7Q,8,3.0,AB
UCxfP4Lu3SxSh6U2fE8qcg,26,3.0,PA
6xMo7GodnX_7OzvIo9WFWg,22,2.0,PA
eRD9adXWWSL-b_uRxe2_8g,18,3.0,IN
fJupV5xtrBTExvMYPYtSBQ,42,4.0,NJ
b55dktGuxl_mUl_AcFhFCQ,20,3.5,TN
kxXOOYTxbFFXnRwnMsfo6A,45,4.0,MO
G7lv24IXEeBl9RIb6vNOHA,34,3.5,NJ
EcizLNGcBBg8xZo0uVaZdg,6,3.5,AZ
o-fYJMHuiQ8260PNK2QMjw,22,4.0,PA
Xz-5wMA6HZAiXQygaFDfGQ,13,4.0,NJ
bj8eQQvQ4so-bLO64LC_gw,100,3.0,PA
fQtFa0ppH1cmI_IUpsmu-Q,56,4.5,PA
2RRJt-hq-nWeJGZwf94s7g,152,4.0,TN
ec0MU8FMDBRM6pLaYbWZBg,123,4.0,FL
LBe2t5cEKGCLFFfvNT87Pg,15,3.5,PA
wyBw4qhls497idjzCCm15Q,140,1.5,FL
nCQuKWC5-51s781B0YdUlg,10,3.0,PA
KNghZPPBf4JA8fsG_qaHKg,10,3.5,PA
KUcbgmjh_eR33wB7T9vTcw,82,4.0,MO
qERffqCXStsTtPvOKGy5BA,33,2.5,FL
vteNMbJP2sIIiHoY5f5bbw,18,3.5,AZ
FgZBJI-ld2z46vqRqCHe2A,26,3.5,PA
qi2MFcotB3YgiC0SJr2FmQ,220,3.5,LA
g0HgHBxwJBeVffqqpQmLuw,73,4.0,PA
pXQLCX9N9WvkzXwyVJtcdg,10,3.0,NJ
oJwMmSZKJOnMboZ_z67MZw,93,4.5,CA
drepaTu9BS0qCof5mMpfqA,111,4.0,LA
1DjwGilS435acWHMzG83dQ,6,3.5,IL
aRxFcyKUGgbzKlkT2GoHTw,63,2.5,MO
qyEZUmdwLSeERXgOzg_qrg,11,3.0,MO
KxZKARuVNhISP2zhRl9GaA,10,4.0,PA
X3kBdIfGvZeIIM3ztJVLzQ,15,3.5,LA
rHLjiwjgXOZ7xVUoT1wd9w,244,4.0,NV
3PjqFnjNwe0A99Y2jJM9vw,9,3.5,PA
iTtpjd-zG7osm9CDQwMzbw,35,3.5,TN
5A4OCImLDi8tTYzcFjRQAQ,6,2.5,PA
2KhwR5XB2u88e3AgH4mq5w,42,4.5,AB
gZ37igy0K1NICwlZUsE46A,12,3.0,AB
TywTBjUpo4J3TXvBtxG1MA,38,2.5,PA
emv2P-5mzQCN9H07ci0w8g,25,3.5,AB
uHHu_um04nAjBRDKMeomlA,15,3.5,MO
UyLYrVicM8xTF9E8p-YtXw,35,4.0,AZ
IQQt-EKnpfV9gbS7v3GPUQ,22,4.5,NJ
GXDyR18dh33vu4lgmFiuEw,51,3.5,NJ
MebTj2fKmOQOD9K1a4WfCQ,5,1.5,IL
1_qR_k-LKvVWVaesFRglRg,98,3.5,ID
yFT-j0IiN7thEt2Dirswbw,30,4.0,NJ
hyauJpfOzQsVEXFMaEtO2w,16,1.5,NJ
fGlCiSIh0BGB4_Yn8_1gpA,27,3.5,AB
kwr_phgzf-f9pRDtTGcaHw,7,1.5,TN
LD_TpvY1zB1uFwmkl22Ijg,21,4.0,PA
1c93YzZL5pke1sJCFndPGw,168,3.5,AZ
X40VhB9EjukMLVBlOIqKBQ,203,4.0,FL
iEipb1sh0CiHScEgpPNDow,83,2.5,PA
jVPzcDZHP8Vz32tInYbzLw,82,4.0,FL
CsRL2V3oMoGIp924cAa1yw,8,4.5,AB
3ixK3zXJ_GIgfKyY2WXhyA,14,4.5,NJ
sb8-TzsXOV7IsErbpHZo3g,689,3.5,PA
ndVqbK8tlQSZM63rajPkBQ,15,4.5,PA
YNKGDscQjYLtx9V1IxrfCA,5,5.0,FL
7hoR85ZbJVRQ98Q14OlQZQ,37,5.0,NV
mW5b9oL0zuTMCt-OftPXrQ,82,3.5,NJ
b9cdwGoH4oetEYA5b1YpDw,15,3.5,DE
9UqcR1w5JMS7uuiI8d3gVQ,15,3.5,NJ
j9m1hN4a4-n4Mp9Xdm0IzA,16,3.5,NJ
7AkxF0kYb_RGQ8iWeldSLg,9,4.0,TN
xlEyP85qs0mNV2rspP4MgA,21,4.0,PA
mEP3rHiYbMVDUxOLZLp1IA,12,4.0,PA
RhYXqQnb63QWeCcmN9j_Sg,75,3.5,IN
vCCK94i-qZWeVAD3-vPNaA,17,3.5,AB
8rmbKD_iF5V05IzlelaJlQ,7,3.5,PA
rXhRd5R8_wjUytw3y0POMA,51,4.0,FL
8XShad-H8bEr_p2GwFIoiQ,133,4.0,MO
-99CauTgdResVER5NvRTfw,32,1.5,IN
8xUTHj6Yfgs1fY4JY5U2sw,17,3.0,AB
9b4N29KT1HfdAveTVTMeZQ,26,3.0,PA
ll_KcGohNdnAKhdeFLiCUg,5,2.5,MO
_oSuy9qmuGkH5zf0Svz_rA,6,3.0,NJ
YxWiv24PHCseiVvGlqKFrQ,485,4.0,CA
0BoRHt9GuiXzmvNmrBVMOw,270,3.5,MO
K-YkmLFOeFe9mL4-XSvagA,17,1.5,FL
Oc7QvwRhJVolBQkJzo_pDA,33,4.0,PA
lWnb678xBB-Ghg1k2A8v1g,12,2.5,FL
5vAtunQlPFkfdTI9zn4TIw,142,4.5,PA
5vNalmeJRlPQR0HGfyCq7A,54,3.5,DE
k-ZWRUhKyyl1qrG3y8yziA,338,4.0,FL
q28kY8Jvg52opM0902ygVw,87,2.5,FL
ISijWeb3TndvQRQwjHleMw,111,4.5,PA
JIo1b0tAwoMQxbjvBXc_zw,49,4.0,FL
PTnahBSnLT1jeok9tmedHA,117,3.0,AZ
Uvh7cAuI4dFso3HKT2zHyw,15,3.0,PA
6uDjRpAfvKIEWuI1auLpkg,58,4.5,MO
ngIBJmt4ebOcklne2kkfzg,262,3.5,AZ
ZVSc4YklCu7M2ah6zl4G1A,48,3.5,PA
z-G-WVOJoY8QVNfATkMxGw,239,3.5,ID
OdsYhHoth75aUcH-HCw2CA,16,3.5,PA
iAj-I-UKC3T3qJnNUnkBRw,17,4.0,ID
_LOJW0XkOpj4O348GVRDeQ,843,4.0,PA
aQKrWtcwvxN62nh-VmYDKg,30,1.5,PA
QP0UL97Tz8P2HfdwbgNkQg,11,3.0,AB
R2Px0GUGW5LQV2nWqqkpjQ,21,2.0,PA
GDJais2HzLLMB3HikNPX0g,11,2.5,NJ
EAJuEwjnR20epeASxXAC7A,16,2.0,MO
nXITcMHchXTV0cHPvANOXw,8,2.0,PA
5pLVCtrVQiGzMsTVWaf-3Q,28,4.5,PA
e2cGfUNuNZOHWjM6TlP-YA,5,2.5,PA
hAVlN3CV9x4fKGiRry-gpQ,9,3.5,IN
SrTVD1__pOZAmYil__Z3nw,92,3.0,MO
l6Fzsau2TbPQxuaF8d804g,71,3.0,ID
zQSEPYY7YskqIvg-9cjNdQ,184,4.5,ID
cRqaTrYHI0RXK6p2qjGnkw,91,4.0,AZ
2OQlbtkHupTKoVcgGaNINA,285,3.5,MO
u1p3yWUdlCk_bCbgMYjcLw,9,2.0,IN
06PmqoU3uY5Vb-BEaMPVfw,82,2.0,NV
hHe33LafwSlyc6Z_jxyBLA,22,4.0,PA
DUH0qc16z5NDcSSBXLEO4Q,82,3.5,PA
2Sgt5ekJ7F785czScIZEYg,229,4.5,LA
NTiPDvC99_yK0RY9ltnLgQ,904,4.0,IN
Kt7jsrE-KmcW30IS2aNpeA,143,4.5,NV
iKFv7w76PpmfqAmoQW4CsA,104,4.0,NV
B3_TPIYuvC-zqTP7M6SNLg,11,2.5,TN
47Xuiwsv_YsJIm7Px_mNWQ,335,4.0,NJ
WlEseclwPGiFinAk-h1Tdg,45,3.5,FL
BdTbH72RDWnPu_Qcev0ziw,53,4.0,PA
19lISDIwRE-1SVwFQ7cDXQ,24,3.5,AZ
0p_Y0p9FBDycE99DhcGK-A,62,4.0,PA
ZrDQusoqsuHlpiIxKMdf5Q,14,4.5,IL
PX3xJq76hHYTLZHf_htdxQ,12,3.0,MO
uaF7pN7kIFMhzTU0X8Q_qA,7,2.5,IL
QDbx8HGjNBgDOjDjJLPjIw,9,3.5,ID
Ib0o0hWFG_LheTILJPH0QQ,22,2.5,TN
ZygSmxsAa1qXp5oiacIbew,411,3.5,PA
2bgt705gW8vbL5MwLSVGiw,10,1.5,MO
DF-dIzC0pqxKYXzrI-sgRw,12,1.0,TN
wCxiDaOI0LVWdqUEWoPv_A,344,4.0,MO
H5_7J6n9R36bvPpAmBVQQA,32,2.5,FL
